Customer_ID,Customer_Name,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
CUST-5975,Riya Singh,544,1,388.11,4,3,2,9,Loyal
CUST-5977,Meera Singh,34,1,338.52,1,3,2,6,Developing
CUST-5979,Anaya Das,403,1,468.97,3,3,2,8,Developing
CUST-5980,Anaya Singh,3,1,790.39,1,3,3,7,Developing
CUST-5980,Vivaan Sharma,544,1,982.99,4,3,4,11,Loyal
CUST-5982,Aditya Patel,668,1,566.38,5,3,3,11,Loyal
CUST-5982,Arjun Sharma,340,1,122.18,3,3,1,7,Developing
CUST-5983,Anaya Verma,164,1,1292.09,2,3,4,9,Loyal
CUST-5983,Diya Jha,194,1,326.87,2,3,2,7,Developing
CUST-5983,Riya Patel,422,1,2634.95,3,3,5,11,Loyal
CUST-5984,Kabir Das,582,1,2947.26,5,3,5,13,Champions
CUST-5987,Riya Verma,654,1,92.59,5,3,1,9,Loyal
CUST-5990,Meera Singh,496,1,113.79,4,3,1,8,Developing
CUST-5993,Meera Singh,494,1,149.46,4,3,1,8,Developing
CUST-5993,Vivaan Singh,323,1,3333.59,3,3,5,11,Loyal
CUST-5994,Meera Sinha,377,1,254.25,3,3,2,8,Developing
CUST-5995,Anaya Kumar,191,1,135.17,2,3,1,6,Developing
CUST-5996,Arjun Verma,316,1,140.33,3,3,1,7,Developing
CUST-5996,Isha Kumar,6,1,2959.36,1,3,5,9,Loyal
CUST-5997,Aditya Sharma,340,1,315.06,3,3,2,8,Developing
CUST-5998,Arjun Sinha,177,1,1007.29,2,3,4,9,Loyal
CUST-5998,Isha Gupta,348,1,3357.53,3,3,5,11,Loyal
CUST-5998,Kabir Verma,434,1,342.77,3,3,2,8,Developing
CUST-6001,Kabir Das,437,1,4797.72,4,3,5,12,Champions
CUST-6001,Kabir Roy,101,1,1206.34,1,3,4,8,Developing
CUST-6002,Aarav Verma,552,1,1795.8,4,3,4,11,Loyal
CUST-6002,Anaya Verma,576,1,2066.04,4,3,5,12,Champions
CUST-6002,Kabir Patel,708,1,456.31,5,3,2,10,Loyal
CUST-6004,Aditya Roy,179,1,258.27,2,3,2,7,Developing
CUST-6004,Isha Das,592,1,825.87,5,3,3,11,Loyal
CUST-6005,Isha Roy,126,1,48.29,1,3,1,5,At Risk
CUST-6007,Meera Das,710,1,915.7,5,3,3,11,Loyal
CUST-6007,Vivaan Jha,302,1,1063.96,3,3,4,10,Loyal
CUST-6008,Isha Singh,323,1,696.99,3,3,3,9,Loyal
CUST-6009,Aditya Sharma,450,1,1157.36,4,3,4,11,Loyal
CUST-6009,Anaya Sharma,82,1,380.87,1,3,2,6,Developing
CUST-6010,Aarav Verma,419,1,467.55,3,3,2,8,Developing
CUST-6010,Anaya Roy,161,1,1130.3,2,3,4,9,Loyal
CUST-6011,Vivaan Roy,546,1,567.19,4,3,3,10,Loyal
CUST-6014,Aditya Roy,637,1,136.81,5,3,1,9,Loyal
CUST-6014,Vivaan Gupta,605,1,776.21,5,3,3,11,Loyal
CUST-6015,Aarav Roy,538,1,119.16,4,3,1,8,Developing
CUST-6017,Arjun Verma,446,1,2117.35,4,3,5,12,Champions
CUST-6018,Arjun Patel,58,1,3486.95,1,3,5,9,Loyal
CUST-6018,Diya Roy,607,1,774.03,5,3,3,11,Loyal
CUST-6018,Vivaan Sharma,613,1,1941.6,5,3,5,13,Champions
CUST-6019,Arjun Roy,52,1,1379.2,1,3,4,8,Developing
CUST-6019,Kabir Gupta,75,1,307.32,1,3,2,6,Developing
CUST-6019,Kabir Jha,516,1,2813.87,4,3,5,12,Champions
CUST-6020,Kabir Patel,559,1,2352.57,4,3,5,12,Champions
CUST-6021,Aarav Verma,393,1,754.98,3,3,3,9,Loyal
CUST-6021,Aditya Jha,301,1,187.6,3,3,1,7,Developing
CUST-6021,Aditya Sinha,723,1,136.13,5,3,1,9,Loyal
CUST-6027,Isha Singh,724,1,409.09,5,3,2,10,Loyal
CUST-6029,Aditya Sharma,421,1,233.0,3,3,1,7,Developing
CUST-6029,Kabir Kumar,729,1,787.46,5,3,3,11,Loyal
CUST-6032,Aarav Gupta,70,1,104.13,1,3,1,5,At Risk
CUST-6032,Arjun Kumar,313,1,167.9,3,3,1,7,Developing
CUST-6032,Riya Patel,52,1,2031.03,1,3,5,9,Loyal
CUST-6035,Kabir Kumar,138,1,684.02,1,3,3,7,Developing
CUST-6036,Anaya Singh,119,1,697.8,1,3,3,7,Developing
CUST-6036,Isha Gupta,21,1,199.58,1,3,1,5,At Risk
CUST-6038,Diya Roy,438,1,407.21,4,3,2,9,Loyal
CUST-6038,Kabir Roy,21,1,3399.56,1,3,5,9,Loyal
CUST-6038,Riya Gupta,330,1,3225.47,3,3,5,11,Loyal
CUST-6039,Kabir Patel,344,1,685.17,3,3,3,9,Loyal
CUST-6039,Vivaan Singh,291,1,716.75,2,3,3,8,Developing
CUST-6041,Aarav Singh,325,1,741.83,3,3,3,9,Loyal
CUST-6041,Aditya Gupta,505,1,1537.16,4,3,4,11,Loyal
CUST-6041,Anaya Verma,83,1,1560.04,1,3,4,8,Developing
CUST-6041,Diya Patel,333,1,217.88,3,3,1,7,Developing
CUST-6041,Isha Das,701,1,128.94,5,3,1,9,Loyal
CUST-6044,Diya Singh,434,1,462.37,3,3,2,8,Developing
CUST-6044,Vivaan Verma,563,1,3032.55,4,3,5,12,Champions
CUST-6045,Aditya Das,269,1,4010.46,2,3,5,10,Loyal
CUST-6046,Aarav Roy,570,1,202.69,4,3,1,8,Developing
CUST-6047,Kabir Gupta,536,1,1645.27,4,3,4,11,Loyal
CUST-6048,Arjun Gupta,135,1,4045.41,1,3,5,9,Loyal
CUST-6049,Anaya Sinha,243,1,2743.33,2,3,5,10,Loyal
CUST-6049,Riya Sinha,433,1,573.14,3,3,3,9,Loyal
CUST-6051,Diya Gupta,693,1,1418.3,5,3,4,12,Champions
CUST-6052,Diya Patel,424,1,2937.03,3,3,5,11,Loyal
CUST-6053,Riya Jha,556,1,243.94,4,3,1,8,Developing
CUST-6053,Vivaan Gupta,563,1,649.91,4,3,3,10,Loyal
CUST-6054,Kabir Sinha,239,1,38.53,2,3,1,6,Developing
CUST-6055,Aarav Kumar,91,1,420.83,1,3,2,6,Developing
CUST-6055,Anaya Das,390,1,608.92,3,3,3,9,Loyal
CUST-6056,Arjun Singh,567,1,5407.68,4,3,5,12,Champions
CUST-6057,Aarav Gupta,693,1,228.79,5,3,1,9,Loyal
CUST-6057,Aditya Sinha,540,1,2424.29,4,3,5,12,Champions
CUST-6057,Arjun Sinha,292,1,446.58,3,3,2,8,Developing
CUST-6057,Isha Patel,617,1,146.45,5,3,1,9,Loyal
CUST-6057,Isha Sharma,73,1,2491.54,1,3,5,9,Loyal
CUST-6060,Anaya Gupta,512,1,388.17,4,3,2,9,Loyal
CUST-6060,Arjun Das,544,1,3016.59,4,3,5,12,Champions
CUST-6060,Diya Verma,412,1,960.79,3,3,4,10,Loyal
CUST-6060,Riya Sharma,277,1,1066.07,2,3,4,9,Loyal
CUST-6061,Vivaan Das,652,1,2223.65,5,3,5,13,Champions
CUST-6062,Diya Kumar,228,1,441.21,2,3,2,7,Developing
CUST-6062,Diya Verma,368,1,445.27,3,3,2,8,Developing
CUST-6063,Aarav Roy,502,1,2273.17,4,3,5,12,Champions
CUST-6063,Aditya Roy,533,1,436.68,4,3,2,9,Loyal
CUST-6063,Riya Jha,625,1,3179.53,5,3,5,13,Champions
CUST-6064,Kabir Roy,320,1,168.92,3,3,1,7,Developing
CUST-6065,Arjun Jha,138,1,380.82,1,3,2,6,Developing
CUST-6066,Riya Das,697,1,342.98,5,3,2,10,Loyal
CUST-6067,Aditya Patel,689,1,973.44,5,3,4,12,Champions
CUST-6068,Kabir Singh,3,1,287.39,1,3,2,6,Developing
CUST-6069,Aarav Jha,384,1,1653.49,3,3,4,10,Loyal
CUST-6069,Aditya Das,587,1,804.66,5,3,3,11,Loyal
CUST-6069,Anaya Gupta,723,1,333.7,5,3,2,10,Loyal
CUST-6070,Riya Roy,555,1,1252.45,4,3,4,11,Loyal
CUST-6071,Anaya Sharma,540,1,139.44,4,3,1,8,Developing
CUST-6072,Isha Verma,618,1,1847.11,5,3,4,12,Champions
CUST-6072,Riya Singh,718,1,971.4,5,3,4,12,Champions
CUST-6072,Vivaan Kumar,276,1,566.99,2,3,3,8,Developing
CUST-6073,Kabir Sinha,528,1,206.03,4,3,1,8,Developing
CUST-6073,Vivaan Sharma,525,1,1475.62,4,3,4,11,Loyal
CUST-6075,Anaya Patel,122,1,1043.14,1,3,4,8,Developing
CUST-6078,Aditya Patel,4,1,1575.54,1,3,4,8,Developing
CUST-6078,Anaya Sharma,472,1,1914.61,4,3,4,11,Loyal
CUST-6079,Anaya Jha,382,1,903.77,3,3,3,9,Loyal
CUST-6079,Meera Patel,104,1,74.05,1,3,1,5,At Risk
CUST-6079,Vivaan Sharma,413,1,166.7,3,3,1,7,Developing
CUST-6080,Anaya Verma,257,1,1272.96,2,3,4,9,Loyal
CUST-6080,Isha Kumar,586,1,810.12,5,3,3,11,Loyal
CUST-6082,Diya Gupta,207,1,242.65,2,3,1,6,Developing
CUST-6083,Arjun Jha,683,1,2814.38,5,3,5,13,Champions
CUST-6083,Meera Kumar,122,1,125.42,1,3,1,5,At Risk
CUST-6083,Riya Verma,355,1,4010.09,3,3,5,11,Loyal
CUST-6084,Aarav Das,459,1,1300.39,4,3,4,11,Loyal
CUST-6084,Anaya Verma,622,1,447.18,5,3,2,10,Loyal
CUST-6084,Riya Verma,698,1,869.26,5,3,3,11,Loyal
CUST-6085,Arjun Singh,192,1,2650.72,2,3,5,10,Loyal
CUST-6085,Diya Verma,315,1,130.6,3,3,1,7,Developing
CUST-6085,Kabir Singh,611,1,1022.21,5,3,4,12,Champions
CUST-6088,Aarav Sharma,319,1,1096.18,3,3,4,10,Loyal
CUST-6088,Aditya Jha,459,1,2513.37,4,3,5,12,Champions
CUST-6088,Isha Roy,128,1,1465.4,1,3,4,8,Developing
CUST-6091,Anaya Kumar,64,1,368.85,1,3,2,6,Developing
CUST-6092,Anaya Sinha,372,1,1258.08,3,3,4,10,Loyal
CUST-6093,Aarav Sharma,147,1,1169.46,2,3,4,9,Loyal
CUST-6095,Anaya Kumar,492,1,497.14,4,3,2,9,Loyal
CUST-6097,Vivaan Sinha,729,1,1717.17,5,3,4,12,Champions
CUST-6098,Vivaan Verma,356,1,181.84,3,3,1,7,Developing
CUST-6099,Vivaan Sinha,420,1,85.33,3,3,1,7,Developing
CUST-6100,Riya Gupta,250,1,461.98,2,3,2,7,Developing
CUST-6101,Aarav Gupta,666,1,2943.72,5,3,5,13,Champions
CUST-6102,Aarav Gupta,208,1,2077.58,2,3,5,10,Loyal
CUST-6102,Diya Das,255,1,3946.28,2,3,5,10,Loyal
CUST-6103,Isha Roy,564,1,296.74,4,3,2,9,Loyal
CUST-6103,Meera Patel,2,1,619.21,1,3,3,7,Developing
CUST-6104,Anaya Jha,537,1,730.93,4,3,3,10,Loyal
CUST-6104,Kabir Roy,311,1,617.65,3,3,3,9,Loyal
CUST-6105,Riya Sinha,561,1,177.94,4,3,1,8,Developing
CUST-6106,Arjun Jha,350,1,1459.62,3,3,4,10,Loyal
CUST-6107,Vivaan Singh,285,1,2949.74,2,3,5,10,Loyal
CUST-6108,Aarav Sharma,286,1,181.92,2,3,1,6,Developing
CUST-6109,Aditya Jha,495,1,3754.04,4,3,5,12,Champions
CUST-6112,Arjun Roy,524,1,564.0,4,3,3,10,Loyal
CUST-6112,Arjun Singh,683,1,606.4,5,3,3,11,Loyal
CUST-6113,Anaya Sinha,483,1,350.75,4,3,2,9,Loyal
CUST-6113,Riya Jha,83,1,300.65,1,3,2,6,Developing
CUST-6114,Isha Patel,518,1,85.18,4,3,1,8,Developing
CUST-6117,Arjun Singh,187,1,2805.85,2,3,5,10,Loyal
CUST-6117,Diya Patel,66,1,1540.92,1,3,4,8,Developing
CUST-6119,Aarav Das,729,1,30.05,5,3,1,9,Loyal
CUST-6120,Kabir Kumar,456,1,1855.14,4,3,4,11,Loyal
CUST-6121,Kabir Sinha,240,1,585.24,2,3,3,8,Developing
CUST-6121,Meera Kumar,581,1,423.31,5,3,2,10,Loyal
CUST-6124,Arjun Jha,356,1,384.2,3,3,2,8,Developing
CUST-6125,Aarav Roy,306,1,518.3,3,3,2,8,Developing
CUST-6125,Kabir Roy,264,1,1118.71,2,3,4,9,Loyal
CUST-6126,Aditya Gupta,137,1,1413.77,1,3,4,8,Developing
CUST-6126,Kabir Das,352,1,58.16,3,3,1,7,Developing
CUST-6127,Aditya Kumar,729,1,466.93,5,3,2,10,Loyal
CUST-6127,Arjun Kumar,625,1,1445.96,5,3,4,12,Champions
CUST-6127,Diya Patel,635,1,147.58,5,3,1,9,Loyal
CUST-6127,Vivaan Das,663,1,1584.74,5,3,4,12,Champions
CUST-6129,Aarav Jha,668,1,5107.17,5,3,5,13,Champions
CUST-6129,Aditya Kumar,650,1,831.75,5,3,3,11,Loyal
CUST-6129,Diya Kumar,289,1,434.39,2,3,2,7,Developing
CUST-6130,Aarav Jha,127,1,2137.35,1,3,5,9,Loyal
CUST-6130,Riya Sharma,500,1,186.91,4,3,1,8,Developing
CUST-6131,Anaya Sharma,296,1,513.11,3,3,2,8,Developing
CUST-6131,Arjun Sinha,42,1,2494.68,1,3,5,9,Loyal
CUST-6133,Anaya Sinha,25,1,1047.89,1,3,4,8,Developing
CUST-6134,Diya Sinha,675,1,914.7,5,3,3,11,Loyal
CUST-6135,Kabir Singh,634,1,74.06,5,3,1,9,Loyal
CUST-6135,Riya Jha,506,1,765.05,4,3,3,10,Loyal
CUST-6136,Diya Verma,275,1,684.2,2,3,3,8,Developing
CUST-6136,Isha Sinha,62,1,405.57,1,3,2,6,Developing
CUST-6137,Anaya Gupta,713,1,3261.19,5,3,5,13,Champions
CUST-6137,Arjun Kumar,472,1,5348.45,4,3,5,12,Champions
CUST-6137,Riya Kumar,574,1,1042.89,4,3,4,11,Loyal
CUST-6140,Aditya Das,717,1,1742.46,5,3,4,12,Champions
CUST-6140,Kabir Sinha,686,1,318.89,5,3,2,10,Loyal
CUST-6141,Aarav Kumar,710,1,132.64,5,3,1,9,Loyal
CUST-6141,Diya Roy,521,1,2275.61,4,3,5,12,Champions
CUST-6142,Meera Gupta,362,1,703.39,3,3,3,9,Loyal
CUST-6143,Isha Jha,434,1,133.46,3,3,1,7,Developing
CUST-6144,Aditya Gupta,183,1,1425.19,2,3,4,9,Loyal
CUST-6145,Riya Patel,372,1,4697.89,3,3,5,11,Loyal
CUST-6147,Vivaan Jha,655,1,274.77,5,3,2,10,Loyal
CUST-6148,Arjun Das,19,1,314.86,1,3,2,6,Developing
CUST-6149,Aditya Das,526,1,1785.61,4,3,4,11,Loyal
CUST-6149,Meera Das,109,1,577.27,1,3,3,7,Developing
CUST-6150,Arjun Singh,621,1,86.1,5,3,1,9,Loyal
CUST-6150,Diya Das,62,1,117.99,1,3,1,5,At Risk
CUST-6150,Meera Das,539,1,1298.23,4,3,4,11,Loyal
CUST-6150,Riya Patel,403,1,1853.93,3,3,4,10,Loyal
CUST-6151,Aditya Patel,516,1,1222.55,4,3,4,11,Loyal
CUST-6151,Arjun Sinha,194,1,346.51,2,3,2,7,Developing
CUST-6151,Isha Sinha,69,1,218.81,1,3,1,5,At Risk
CUST-6151,Vivaan Singh,238,1,2966.55,2,3,5,10,Loyal
CUST-6153,Anaya Sinha,412,1,267.18,3,3,2,8,Developing
CUST-6154,Diya Gupta,518,1,2344.8,4,3,5,12,Champions
CUST-6155,Diya Sinha,685,1,2559.75,5,3,5,13,Champions
CUST-6155,Riya Sharma,135,1,2526.19,1,3,5,9,Loyal
CUST-6156,Isha Roy,589,1,1802.23,5,3,4,12,Champions
CUST-6156,Meera Singh,410,1,1463.26,3,3,4,10,Loyal
CUST-6157,Riya Das,576,1,309.58,4,3,2,9,Loyal
CUST-6158,Aarav Sharma,325,1,82.4,3,3,1,7,Developing
CUST-6159,Aditya Verma,464,1,523.58,4,3,2,9,Loyal
CUST-6160,Arjun Das,483,1,374.53,4,3,2,9,Loyal
CUST-6160,Kabir Roy,387,1,171.14,3,3,1,7,Developing
CUST-6160,Meera Gupta,558,1,543.86,4,3,3,10,Loyal
CUST-6161,Aarav Jha,120,1,65.36,1,3,1,5,At Risk
CUST-6161,Anaya Roy,331,1,1516.38,3,3,4,10,Loyal
CUST-6162,Anaya Patel,102,1,286.59,1,3,2,6,Developing
CUST-6162,Vivaan Kumar,667,1,3191.18,5,3,5,13,Champions
CUST-6163,Diya Patel,553,1,581.12,4,3,3,10,Loyal
CUST-6163,Vivaan Kumar,8,1,293.89,1,3,2,6,Developing
CUST-6164,Meera Kumar,567,1,507.97,4,3,2,9,Loyal
CUST-6165,Arjun Verma,256,1,2592.2,2,3,5,10,Loyal
CUST-6165,Isha Jha,50,1,581.67,1,3,3,7,Developing
CUST-6165,Riya Das,585,1,314.27,5,3,2,10,Loyal
CUST-6166,Aarav Verma,222,1,3369.45,2,3,5,10,Loyal
CUST-6166,Aditya Gupta,117,1,236.97,1,3,1,5,At Risk
CUST-6167,Aditya Singh,18,1,157.25,1,3,1,5,At Risk
CUST-6167,Anaya Sharma,353,1,551.41,3,3,3,9,Loyal
CUST-6168,Aditya Roy,135,1,260.81,1,3,2,6,Developing
CUST-6168,Anaya Jha,379,1,2054.33,3,3,5,11,Loyal
CUST-6168,Vivaan Jha,140,1,3530.56,1,3,5,9,Loyal
CUST-6171,Meera Jha,86,1,3284.94,1,3,5,9,Loyal
CUST-6171,Riya Gupta,264,1,272.37,2,3,2,7,Developing
CUST-6173,Aarav Sinha,18,1,753.66,1,3,3,7,Developing
CUST-6174,Meera Sinha,80,1,5453.65,1,3,5,9,Loyal
CUST-6175,Anaya Sharma,726,1,3103.03,5,3,5,13,Champions
CUST-6176,Isha Roy,248,1,25.84,2,3,1,6,Developing
CUST-6176,Vivaan Roy,410,1,274.54,3,3,2,8,Developing
CUST-6180,Anaya Jha,299,1,824.13,3,3,3,9,Loyal
CUST-6180,Kabir Sinha,691,1,357.28,5,3,2,10,Loyal
CUST-6183,Kabir Patel,721,1,273.33,5,3,2,10,Loyal
CUST-6185,Isha Sinha,674,1,363.61,5,3,2,10,Loyal
CUST-6185,Riya Patel,5,1,680.25,1,3,3,7,Developing
CUST-6186,Isha Patel,632,1,1634.45,5,3,4,12,Champions
CUST-6188,Aditya Gupta,164,1,116.83,2,3,1,6,Developing
CUST-6189,Aditya Gupta,137,1,750.29,1,3,3,7,Developing
CUST-6189,Arjun Jha,586,1,790.0,5,3,3,11,Loyal
CUST-6190,Anaya Gupta,242,1,668.43,2,3,3,8,Developing
CUST-6190,Isha Sinha,541,1,672.15,4,3,3,10,Loyal
CUST-6190,Meera Singh,215,1,250.43,2,3,2,7,Developing
CUST-6191,Meera Singh,125,1,2599.59,1,3,5,9,Loyal
CUST-6192,Arjun Sinha,315,1,848.18,3,3,3,9,Loyal
CUST-6192,Meera Patel,232,1,300.17,2,3,2,7,Developing
CUST-6192,Vivaan Sinha,715,1,3147.86,5,3,5,13,Champions
CUST-6194,Anaya Gupta,322,1,250.68,3,3,2,8,Developing
CUST-6195,Anaya Verma,239,1,575.92,2,3,3,8,Developing
CUST-6196,Aarav Patel,350,1,946.85,3,3,3,9,Loyal
CUST-6196,Isha Sinha,713,1,493.84,5,3,2,10,Loyal
CUST-6197,Vivaan Das,148,2,3791.1499999999996,2,5,5,12,Champions
CUST-6198,Meera Gupta,161,1,492.58,2,3,2,7,Developing
CUST-6199,Aarav Roy,448,1,569.07,4,3,3,10,Loyal
CUST-6199,Aditya Verma,551,1,646.12,4,3,3,10,Loyal
CUST-6199,Diya Singh,113,1,1132.02,1,3,4,8,Developing
CUST-6199,Diya Sinha,522,1,1207.22,4,3,4,11,Loyal
CUST-6200,Diya Singh,485,1,1328.28,4,3,4,11,Loyal
CUST-6200,Isha Kumar,444,1,1370.82,4,3,4,11,Loyal
CUST-6201,Diya Jha,514,1,2242.09,4,3,5,12,Champions
CUST-6201,Riya Singh,365,1,692.53,3,3,3,9,Loyal
CUST-6202,Diya Patel,476,1,133.27,4,3,1,8,Developing
CUST-6204,Aarav Sinha,96,1,303.06,1,3,2,6,Developing
CUST-6204,Diya Singh,541,1,831.29,4,3,3,10,Loyal
CUST-6204,Isha Verma,727,1,1036.43,5,3,4,12,Champions
CUST-6204,Vivaan Sinha,167,1,3496.14,2,3,5,10,Loyal
CUST-6205,Kabir Sharma,356,1,647.89,3,3,3,9,Loyal
CUST-6206,Vivaan Singh,256,1,37.45,2,3,1,6,Developing
CUST-6207,Isha Verma,179,1,3266.37,2,3,5,10,Loyal
CUST-6208,Meera Das,684,1,292.03,5,3,2,10,Loyal
CUST-6208,Vivaan Singh,505,1,3352.17,4,3,5,12,Champions
CUST-6209,Anaya Jha,75,1,321.53,1,3,2,6,Developing
CUST-6209,Riya Jha,299,1,375.5,3,3,2,8,Developing
CUST-6209,Riya Singh,659,1,1985.21,5,3,5,13,Champions
CUST-6210,Aarav Verma,679,1,1051.02,5,3,4,12,Champions
CUST-6211,Isha Das,429,1,358.83,3,3,2,8,Developing
CUST-6212,Anaya Gupta,604,1,497.29,5,3,2,10,Loyal
CUST-6212,Vivaan Jha,22,1,879.05,1,3,3,7,Developing
CUST-6213,Meera Roy,7,2,1084.9099999999999,1,5,4,10,Loyal
CUST-6216,Arjun Patel,103,1,535.61,1,3,3,7,Developing
CUST-6217,Aditya Kumar,190,1,821.95,2,3,3,8,Developing
CUST-6218,Aditya Das,606,1,2167.54,5,3,5,13,Champions
CUST-6218,Vivaan Patel,576,1,413.14,4,3,2,9,Loyal
CUST-6221,Arjun Kumar,92,1,2905.05,1,3,5,9,Loyal
CUST-6221,Kabir Sinha,37,1,1340.48,1,3,4,8,Developing
CUST-6222,Kabir Singh,3,1,285.37,1,3,2,6,Developing
CUST-6223,Aarav Kumar,727,1,44.81,5,3,1,9,Loyal
CUST-6223,Isha Jha,45,1,1048.19,1,3,4,8,Developing
CUST-6226,Arjun Das,520,1,3367.86,4,3,5,12,Champions
CUST-6227,Arjun Sinha,573,1,257.18,4,3,2,9,Loyal
CUST-6228,Anaya Sinha,692,1,4989.27,5,3,5,13,Champions
CUST-6228,Isha Verma,573,1,596.49,4,3,3,10,Loyal
CUST-6229,Kabir Das,678,1,1686.44,5,3,4,12,Champions
CUST-6229,Kabir Kumar,270,1,2068.15,2,3,5,10,Loyal
CUST-6229,Meera Verma,604,1,399.82,5,3,2,10,Loyal
CUST-6230,Diya Gupta,691,1,663.33,5,3,3,11,Loyal
CUST-6230,Diya Verma,410,1,113.5,3,3,1,7,Developing
CUST-6231,Aarav Kumar,328,1,1324.06,3,3,4,10,Loyal
CUST-6231,Riya Jha,598,1,800.42,5,3,3,11,Loyal
CUST-6232,Aditya Gupta,548,1,936.01,4,3,3,10,Loyal
CUST-6232,Riya Singh,350,1,1490.72,3,3,4,10,Loyal
CUST-6234,Kabir Das,382,1,52.81,3,3,1,7,Developing
CUST-6235,Kabir Kumar,637,1,3316.43,5,3,5,13,Champions
CUST-6237,Vivaan Singh,396,2,3393.09,3,5,5,13,Champions
CUST-6238,Isha Sharma,448,1,942.62,4,3,3,10,Loyal
CUST-6238,Meera Kumar,571,1,313.88,4,3,2,9,Loyal
CUST-6239,Isha Sinha,703,1,440.71,5,3,2,10,Loyal
CUST-6239,Riya Das,541,1,2375.67,4,3,5,12,Champions
CUST-6239,Vivaan Jha,698,1,378.33,5,3,2,10,Loyal
CUST-6241,Aditya Roy,309,1,1387.76,3,3,4,10,Loyal
CUST-6241,Isha Jha,88,1,1966.59,1,3,5,9,Loyal
CUST-6242,Meera Patel,556,1,127.47,4,3,1,8,Developing
CUST-6242,Meera Sinha,311,1,1550.5,3,3,4,10,Loyal
CUST-6242,Vivaan Das,342,1,2728.7,3,3,5,11,Loyal
CUST-6243,Anaya Roy,222,1,267.01,2,3,2,7,Developing
CUST-6243,Isha Sinha,387,1,1663.53,3,3,4,10,Loyal
CUST-6243,Riya Singh,289,1,460.07,2,3,2,7,Developing
CUST-6244,Meera Kumar,303,1,833.16,3,3,3,9,Loyal
CUST-6245,Vivaan Singh,700,1,882.65,5,3,3,11,Loyal
CUST-6246,Diya Verma,3,1,141.14,1,3,1,5,At Risk
CUST-6247,Meera Das,490,1,288.06,4,3,2,9,Loyal
CUST-6247,Riya Sinha,257,1,1506.07,2,3,4,9,Loyal
CUST-6249,Anaya Jha,31,1,436.08,1,3,2,6,Developing
CUST-6249,Isha Das,246,1,959.77,2,3,4,9,Loyal
CUST-6251,Isha Jha,342,1,1699.55,3,3,4,10,Loyal
CUST-6252,Aditya Roy,368,1,2856.14,3,3,5,11,Loyal
CUST-6253,Kabir Kumar,149,1,105.92,2,3,1,6,Developing
CUST-6253,Riya Verma,547,1,487.59,4,3,2,9,Loyal
CUST-6253,Vivaan Verma,179,1,251.24,2,3,2,7,Developing
CUST-6254,Isha Patel,677,1,1666.58,5,3,4,12,Champions
CUST-6255,Aarav Singh,622,1,698.0,5,3,3,11,Loyal
CUST-6255,Meera Sinha,666,1,469.71,5,3,2,10,Loyal
CUST-6257,Aditya Sinha,659,1,1545.62,5,3,4,12,Champions
CUST-6257,Riya Patel,588,1,1313.39,5,3,4,12,Champions
CUST-6260,Riya Roy,168,1,1814.24,2,3,4,9,Loyal
CUST-6261,Arjun Jha,641,1,1802.5,5,3,4,12,Champions
CUST-6262,Vivaan Roy,588,1,1022.28,5,3,4,12,Champions
CUST-6263,Anaya Verma,537,1,464.33,4,3,2,9,Loyal
CUST-6263,Isha Sharma,267,1,1254.37,2,3,4,9,Loyal
CUST-6264,Aditya Jha,261,1,2959.41,2,3,5,10,Loyal
CUST-6264,Vivaan Sinha,228,1,286.48,2,3,2,7,Developing
CUST-6265,Diya Gupta,98,1,349.14,1,3,2,6,Developing
CUST-6265,Vivaan Gupta,611,1,3421.53,5,3,5,13,Champions
CUST-6267,Anaya Das,224,1,3194.54,2,3,5,10,Loyal
CUST-6267,Isha Verma,494,1,1320.46,4,3,4,11,Loyal
CUST-6269,Isha Das,146,1,298.31,2,3,2,7,Developing
CUST-6269,Riya Verma,127,1,522.55,1,3,2,6,Developing
CUST-6270,Aarav Gupta,340,1,1637.93,3,3,4,10,Loyal
CUST-6270,Aditya Roy,93,1,1534.07,1,3,4,8,Developing
CUST-6270,Meera Jha,401,1,2404.85,3,3,5,11,Loyal
CUST-6271,Diya Verma,298,1,2709.51,3,3,5,11,Loyal
CUST-6271,Riya Roy,310,1,528.8,3,3,3,9,Loyal
CUST-6272,Aditya Verma,316,1,187.02,3,3,1,7,Developing
CUST-6273,Anaya Kumar,248,1,97.58,2,3,1,6,Developing
CUST-6273,Vivaan Verma,148,1,280.96,2,3,2,7,Developing
CUST-6274,Isha Gupta,622,1,207.74,5,3,1,9,Loyal
CUST-6275,Aditya Verma,586,1,986.62,5,3,4,12,Champions
CUST-6276,Meera Sharma,335,1,513.24,3,3,2,8,Developing
CUST-6276,Vivaan Kumar,98,1,173.26,1,3,1,5,At Risk
CUST-6277,Riya Roy,3,1,225.72,1,3,1,5,At Risk
CUST-6279,Isha Verma,504,1,378.87,4,3,2,9,Loyal
CUST-6279,Riya Gupta,150,1,920.0,2,3,3,8,Developing
CUST-6280,Anaya Kumar,240,1,74.65,2,3,1,6,Developing
CUST-6281,Meera Kumar,416,1,2045.42,3,3,5,11,Loyal
CUST-6283,Isha Jha,544,1,655.7,4,3,3,10,Loyal
CUST-6285,Arjun Sharma,117,1,1958.73,1,3,5,9,Loyal
CUST-6285,Vivaan Sharma,116,1,103.4,1,3,1,5,At Risk
